Geo Point,Geo Shape,Asset Number,Site Name,Site Purpose
"53.6724571, -1.7472989","{""coordinates"": [[-1.7472989, 53.6724571]], ""type"": ""MultiPoint""}",SITE-00266998,DEIGHTON 4,PRIMARY SITE
"53.5049417, -1.13353","{""coordinates"": [[-1.13353, 53.5049417]], ""type"": ""MultiPoint""}",SITE-00272401,BALBY 45043,PRIMARY SITE
"53.9177533, -0.898782","{""coordinates"": [[-0.898782, 53.9177533]], ""type"": ""MultiPoint""}",SITE-00272409,SANDHILL LANE 7344,PRIMARY SITE
"53.3811687, -0.4577266","{""coordinates"": [[-0.4577266, 53.3811687]], ""type"": ""MultiPoint""}",SITE-00266174,NORMANBY 38,PRIMARY SITE
"53.6483338, -1.5119848","{""coordinates"": [[-1.5119848, 53.6483338]], ""type"": ""MultiPoint""}",SITE-00266176,DURKAR LOW LANE 6052,PRIMARY SITE
"53.6011133, -1.332472","{""coordinates"": [[-1.332472, 53.6011133]], ""type"": ""MultiPoint""}",SITE-00266888,SOUTH KIRKBY 6066,PRIMARY SITE
"53.6383155, -1.7879732","{""coordinates"": [[-1.7879732, 53.6383155]], ""type"": ""MultiPoint""}",SITE-00266369,FOLLY HALL 7,PRIMARY SITE
"53.7929817, -1.5346282","{""coordinates"": [[-1.5346282, 53.7929817]], ""type"": ""MultiPoint""}",SITE-00266385,CLARENCE ROAD 2076,PRIMARY SITE
"53.8025182, -1.7525461","{""coordinates"": [[-1.7525461, 53.8025182]], ""type"": ""MultiPoint""}",SITE-00268139,BRADFORD 1527,BULK SUPPLY POINT
"53.789088, -1.7874477","{""coordinates"": [[-1.7874477, 53.789088]], ""type"": ""MultiPoint""}",SITE-00266877,LEGRAMS MILL LANE 1143,PRIMARY SITE
"53.4958883, -1.6049958","{""coordinates"": [[-1.6049958, 53.4958883]], ""type"": ""MultiPoint""}",SITE-00271324,HUNSHELF 1560,BULK SUPPLY POINT
"53.7926106, -1.8324919","{""coordinates"": [[-1.8324919, 53.7926106]], ""type"": ""MultiPoint""}",SITE-00266918,THORNTON 933,PRIMARY SITE
"53.8143433, -1.7224108","{""coordinates"": [[-1.7224108, 53.8143433]], ""type"": ""MultiPoint""}",SITE-00266744,MOORSIDE ROAD 1094,PRIMARY SITE
"53.573482, -1.5191117","{""coordinates"": [[-1.5191117, 53.573482]], ""type"": ""MultiPoint""}",SITE-00268141,BARUGH 132/66KV 22490,BULK SUPPLY POINT
"53.6024861, -0.6510973","{""coordinates"": [[-0.6510973, 53.6024861]], ""type"": ""MultiPoint""}",SITE-00268143,SCUNTHORPE NORTH 24,BULK SUPPLY POINT
"53.8210208, -0.415551","{""coordinates"": [[-0.415551, 53.8210208]], ""type"": ""MultiPoint""}",SITE-00268144,BEVERLEY 5616,BULK SUPPLY POINT
"53.5962852, -0.594641","{""coordinates"": [[-0.594641, 53.5962852]], ""type"": ""MultiPoint""}",SITE-00268146,SANTON 63,BULK SUPPLY POINT
"53.7063681, -1.2419804","{""coordinates"": [[-1.2419804, 53.7063681]], ""type"": ""MultiPoint""}",SITE-00266643,WEELAND ROAD 6070,PRIMARY SITE
"53.6085056, -1.4325598","{""coordinates"": [[-1.4325598, 53.6085056]], ""type"": ""MultiPoint""}",SITE-00266370,MONCKTON 22499,PRIMARY SITE
"53.8959296, -1.9787381","{""coordinates"": [[-1.9787381, 53.8959296]], ""type"": ""MultiPoint""}",SITE-00266381,CROSSHILLS 1687,PRIMARY SITE
"53.4444184, -1.4521254","{""coordinates"": [[-1.4521254, 53.4444184]], ""type"": ""MultiPoint""}",SITE-00266386,ECCLESFIELD 2528,PRIMARY SITE
"53.4105562, -1.565103","{""coordinates"": [[-1.565103, 53.4105562]], ""type"": ""MultiPoint""}",SITE-00268240,LOXLEY ROAD 33/11KV S/S 1057,PRIMARY SITE
"55.1412925, -1.526773","{""coordinates"": [[-1.526773, 55.1412925]], ""type"": ""MultiPoint""}",SITE-00233802,BLYTH,BULK SUPPLY POINT
"53.411136, -1.386614","{""coordinates"": [[-1.386614, 53.411136]], ""type"": ""MultiPoint""}",SITE-00268154,BOC BRINSWORTH 1269,PRIMARY SITE
"55.0026632, -1.4819309","{""coordinates"": [[-1.4819309, 55.0026632]], ""type"": ""MultiPoint""}",SITE-00233797,FLATWORTH,PRIMARY SITE
"54.2716548, -0.4179825","{""coordinates"": [[-0.4179825, 54.2716548]], ""type"": ""MultiPoint""}",SITE-00233866,SCARBOROUGH,PRIMARY SITE
"54.3389593, -0.4429541","{""coordinates"": [[-0.4429541, 54.3389593]], ""type"": ""MultiPoint""}",SITE-00236169,CLOUGHTON SW,PRIMARY SITE
"53.5597871, -0.4533555","{""coordinates"": [[-0.4533555, 53.5597871]], ""type"": ""MultiPoint""}",SITE-00266552,WRAWBY 34,PRIMARY SITE
"53.3390799, -1.7539934","{""coordinates"": [[-1.7539934, 53.3390799]], ""type"": ""MultiPoint""}",SITE-00272420,HOPE CEMENT WORKS 4400,PRIMARY SITE
"53.8256639, -1.4473396","{""coordinates"": [[-1.4473396, 53.8256639]], ""type"": ""MultiPoint""}",SITE-00272527,SLEDMERE GARTH 3402,PRIMARY SITE
"53.7324937, -0.992543","{""coordinates"": [[-0.992543, 53.7324937]], ""type"": ""MultiPoint""}",SITE-00266663,DRAX 382,BULK SUPPLY POINT
"53.7569674, -0.8623828","{""coordinates"": [[-0.8623828, 53.7569674]], ""type"": ""MultiPoint""}",SITE-00277194,STATION ROAD HOWDEN 54164,EHV PM SITE
"53.7560672, -0.3268393","{""coordinates"": [[-0.3268393, 53.7560672]], ""type"": ""MultiPoint""}",SITE-00266875,CORNWALL STREET 6024,BULK SUPPLY POINT
"53.7114202, -1.6799735","{""coordinates"": [[-1.6799735, 53.7114202]], ""type"": ""MultiPoint""}",SITE-00266876,HECKMONDWIKE 11,BULK SUPPLY POINT
"53.7087856, -2.1032832","{""coordinates"": [[-2.1032832, 53.7087856]], ""type"": ""MultiPoint""}",SITE-00271210,TODMORDEN 24,PRIMARY SITE
"53.7705072, -1.7198751","{""coordinates"": [[-1.7198751, 53.7705072]], ""type"": ""MultiPoint""}",SITE-00271212,TONG STREET 758,PRIMARY SITE
"53.4405087, -1.2791957","{""coordinates"": [[-1.2791957, 53.4405087]], ""type"": ""MultiPoint""}",SITE-00273366,SILVERWOOD 1105,PRIMARY SITE
"54.0890501, -0.2046521","{""coordinates"": [[-0.2046521, 54.0890501]], ""type"": ""MultiPoint""}",SITE-00266653,BRETT STREET 8952,PRIMARY SITE
"53.7434849, -1.6049427","{""coordinates"": [[-1.6049427, 53.7434849]], ""type"": ""MultiPoint""}",SITE-00266670,MORLEY 1963,PRIMARY SITE
"53.3843676, -1.4717476","{""coordinates"": [[-1.4717476, 53.3843676]], ""type"": ""MultiPoint""}",SITE-00272410,SILVER STREET 3900,PRIMARY SITE
"53.3869742, -1.4756506","{""coordinates"": [[-1.4756506, 53.3869742]], ""type"": ""MultiPoint""}",SITE-00267099,BLUE BOY STREET 1718,PRIMARY SITE
"53.6210661, -0.9191108","{""coordinates"": [[-0.9191108, 53.6210661]], ""type"": ""MultiPoint""}",SITE-00266736,TWEEN BRIDGE WINDFARM 51602,PRIMARY SITE
"53.3756381, -1.4699634","{""coordinates"": [[-1.4699634, 53.3756381]], ""type"": ""MultiPoint""}",SITE-00266910,ARUNDEL STREET 2567,PRIMARY SITE
"53.7693303, -1.574589","{""coordinates"": [[-1.574589, 53.7693303]], ""type"": ""MultiPoint""}",SITE-00273471,SULZERS 33/11KV 4924,PRIMARY SITE
"53.5632016, -0.0807339","{""coordinates"": [[-0.0807339, 53.5632016]], ""type"": ""MultiPoint""}",SITE-00266796,MOSS ROAD 1,BULK SUPPLY POINT
"53.3865765, -1.2842696","{""coordinates"": [[-1.2842696, 53.3865765]], ""type"": ""MultiPoint""}",SITE-00266073,PENNY HILL WINDFARM 52688,PRIMARY SITE
"53.384707, -1.3782582","{""coordinates"": [[-1.3782582, 53.384707]], ""type"": ""MultiPoint""}",SITE-00267000,WAVERLEY BUSINESS PARK 46495,PRIMARY SITE
"53.9174387, -1.9315561","{""coordinates"": [[-1.9315561, 53.9174387]], ""type"": ""MultiPoint""}",SITE-00269526,TOWNHEAD 1796,EHV PM SITE
"53.7874447, -1.5029607","{""coordinates"": [[-1.5029607, 53.7874447]], ""type"": ""MultiPoint""}",SITE-00266082,NEWMARKET APPROACH GENERATION 54773,PRIMARY SITE
"53.4794381, -1.5897929","{""coordinates"": [[-1.5897929, 53.4794381]], ""type"": ""MultiPoint""}",SITE-00266950,WHEATACRE ROAD 5532,PRIMARY SITE
"53.8305223, -1.5388431","{""coordinates"": [[-1.5388431, 53.8305223]], ""type"": ""MultiPoint""}",SITE-00273388,ALLERTON HILL 2270,PRIMARY SITE
"53.540468, -1.1126463","{""coordinates"": [[-1.1126463, 53.540468]], ""type"": ""MultiPoint""}",SITE-00266646,WHEATLEY PARK 45060,PRIMARY SITE
"53.7327771, -0.3797132","{""coordinates"": [[-0.3797132, 53.7327771]], ""type"": ""MultiPoint""}",SITE-00268251,HULL SOUTH 5625,BULK SUPPLY POINT
"53.8067372, -1.6241547","{""coordinates"": [[-1.6241547, 53.8067372]], ""type"": ""MultiPoint""}",SITE-00271709,BRAMLEY 3403,PRIMARY SITE
"53.8363183, -1.6153339","{""coordinates"": [[-1.6153339, 53.8363183]], ""type"": ""MultiPoint""}",SITE-00271425,RING ROAD HORSFORTH 4719,BULK SUPPLY POINT
"53.4854839, -0.812929","{""coordinates"": [[-0.812929, 53.4854839]], ""type"": ""MultiPoint""}",SITE-00273472,HAXEY 45050,PRIMARY SITE
"53.7547527, -1.7623269","{""coordinates"": [[-1.7623269, 53.7547527]], ""type"": ""MultiPoint""}",SITE-00272436,LOW MOOR 49,PRIMARY SITE
"53.6410962, -0.2584143","{""coordinates"": [[-0.2584143, 53.6410962]], ""type"": ""MultiPoint""}",SITE-00272421,EASTFIELD ROAD 15,PRIMARY SITE
"53.5174985, -1.4616121","{""coordinates"": [[-1.4616121, 53.5174985]], ""type"": ""MultiPoint""}",SITE-00272419,WORSBOROUGH PARK 22504,PRIMARY SITE
"53.7297456, -1.0020094","{""coordinates"": [[-1.0020094, 53.7297456]], ""type"": ""MultiPoint""}",SITE-00271699,DRAX 4598,PRIMARY SITE
"53.9060535, -1.3696828","{""coordinates"": [[-1.3696828, 53.9060535]], ""type"": ""MultiPoint""}",SITE-00270806,WINNOW LANE 33KV LSI 5100,EHV PM SITE
"53.3599928, 0.1554365","{""coordinates"": [[0.1554365, 53.3599928]], ""type"": ""MultiPoint""}",SITE-00266186,GAYTON LE MARSH WINDFARM 55676,PRIMARY SITE
"53.4246161, -0.2375742","{""coordinates"": [[-0.2375742, 53.4246161]], ""type"": ""MultiPoint""}",SITE-00274063,STAINTON 56,EHV PM SITE
"53.5593928, -0.5935884","{""coordinates"": [[-0.5935884, 53.5593928]], ""type"": ""MultiPoint""}",SITE-00271902,MORTAL ASH RAVENTHORPE 70,EHV PM SITE
"53.6037016, -1.8015881","{""coordinates"": [[-1.8015881, 53.6037016]], ""type"": ""MultiPoint""}",SITE-00266787,HONLEY 10,PRIMARY SITE
"53.576138, -0.0755411","{""coordinates"": [[-0.0755411, 53.576138]], ""type"": ""MultiPoint""}",SITE-00272223,GRIMSBY DOCKS 11,PRIMARY SITE
"53.5470775, -1.3639881","{""coordinates"": [[-1.3639881, 53.5470775]], ""type"": ""MultiPoint""}",SITE-00273289,HOUGHTON MAIN 22498,PRIMARY SITE
"53.9269684, -1.8356894","{""coordinates"": [[-1.8356894, 53.9269684]], ""type"": ""MultiPoint""}",SITE-00271420,ILKLEY 5187,PRIMARY SITE
"53.6705084, -1.6921099","{""coordinates"": [[-1.6921099, 53.6705084]], ""type"": ""MultiPoint""}",SITE-00273373,MIRFIELD 16,PRIMARY SITE
"53.7870527, -1.5492583","{""coordinates"": [[-1.5492583, 53.7870527]], ""type"": ""MultiPoint""}",SITE-00271421,HOLBECK 998,PRIMARY SITE
"53.32525, -1.4848715","{""coordinates"": [[-1.4848715, 53.32525]], ""type"": ""MultiPoint""}",SITE-00271225,GREENHILL 3661,PRIMARY SITE
"53.7873932, -1.5100516","{""coordinates"": [[-1.5100516, 53.7873932]], ""type"": ""MultiPoint""}",SITE-00271704,PONTEFRACT LANE 2852,PRIMARY SITE
"53.5543373, -1.0864273","{""coordinates"": [[-1.0864273, 53.5543373]], ""type"": ""MultiPoint""}",SITE-00272530,ROCKWARE 45056,PRIMARY SITE
"53.4845808, -1.5925047","{""coordinates"": [[-1.5925047, 53.4845808]], ""type"": ""MultiPoint""}",SITE-00271321,HUNSHELF BANK 6133,BULK SUPPLY POINT
"53.3985027, -1.5123746","{""coordinates"": [[-1.5123746, 53.3985027]], ""type"": ""MultiPoint""}",SITE-00273283,STANNINGTON ROAD 3447,PRIMARY SITE
"53.5402552, -1.7342225","{""coordinates"": [[-1.7342225, 53.5402552]], ""type"": ""MultiPoint""}",SITE-00271708,HAZLEHEAD 9,PRIMARY SITE
"53.3202104, -1.5241648","{""coordinates"": [[-1.5241648, 53.3202104]], ""type"": ""MultiPoint""}",SITE-00272221,BASLOW ROAD 2954,PRIMARY SITE
"53.5114366, -1.1396374","{""coordinates"": [[-1.1396374, 53.5114366]], ""type"": ""MultiPoint""}",SITE-00271713,BELMONT AVENUE 45044,PRIMARY SITE
"53.8242857, -1.6662394","{""coordinates"": [[-1.6662394, 53.8242857]], ""type"": ""MultiPoint""}",SITE-00271716,RODLEY LANE 265,PRIMARY SITE
"53.8775917, -1.2649511","{""coordinates"": [[-1.2649511, 53.8775917]], ""type"": ""MultiPoint""}",SITE-00271718,TADCASTER 3570,PRIMARY SITE
"54.1886269, -0.3268884","{""coordinates"": [[-0.3268884, 54.1886269]], ""type"": ""MultiPoint""}",SITE-00272416,HUNMANBY 1507,PRIMARY SITE
"53.7496021, -1.3555324","{""coordinates"": [[-1.3555324, 53.7496021]], ""type"": ""MultiPoint""}",SITE-00271715,LEDSTON 1621,PRIMARY SITE
"53.5468195, -0.0320122","{""coordinates"": [[-0.0320122, 53.5468195]], ""type"": ""MultiPoint""}",SITE-00273280,WESLEY CRESCENT 7,PRIMARY SITE
"53.7070442, -1.6273254","{""coordinates"": [[-1.6273254, 53.7070442]], ""type"": ""MultiPoint""}",SITE-00271701,BATLEY 6047,PRIMARY SITE
"53.9494089, -1.1267827","{""coordinates"": [[-1.1267827, 53.9494089]], ""type"": ""MultiPoint""}",SITE-00229167,GALE LANE,PRIMARY SITE
"53.8522176, -1.762803","{""coordinates"": [[-1.762803, 53.8522176]], ""type"": ""MultiPoint""}",SITE-00271227,KIRK DRIVE 5186,PRIMARY SITE
"53.6644857, -1.5080555","{""coordinates"": [[-1.5080555, 53.6644857]], ""type"": ""MultiPoint""}",SITE-00272531,DENBY DALE ROAD 6054,PRIMARY SITE
"54.7012996, -1.2906485","{""coordinates"": [[-1.2906485, 54.7012996]], ""type"": ""MultiPoint""}",SITE-00229043,HARTMOOR,PRIMARY SITE
"55.2565527, -1.6124268","{""coordinates"": [[-1.6124268, 55.2565527]], ""type"": ""MultiPoint""}",SITE-00319118,WIDDRINGTON STEADS WINDFARM,PRIMARY SITE
"53.6989445, -0.0692502","{""coordinates"": [[-0.0692502, 53.6989445]], ""type"": ""MultiPoint""}",SITE-00273275,PATRINGTON ROAD 5924,PRIMARY SITE
"54.030416, -1.4066886","{""coordinates"": [[-1.4066886, 54.030416]], ""type"": ""MultiPoint""}",SITE-00234092,CONEYTHORPE,PRIMARY SITE
"53.8871495, -1.309907","{""coordinates"": [[-1.309907, 53.8871495]], ""type"": ""MultiPoint""}",SITE-00272107,TOULSTON HALL 33KV LSI 4126,EHV PM SITE
