S/S Group,S/S or Busbar Name Node,Primary Voltage (kV),S/S or Busbar Name Node 2,Secondary Voltage (kV),Vector Group,Positive Sequence Impedance R (% on 100 MVA Base),Positive Sequence Impedance X (% on 100 MVA Base),Zero Sequence Reactance X (% on 100 MVA Base),Minimum Tap %,Maximum Tap %,Transformer Rating (MVA),Reverse Power Capability (MVA),Method of Earthing,Licence Area,Transformer Substation,"Substation Class (Primary, BSP)",Geo Point
KEADBY & GRIMSBY WEST,SOUTH RESTON T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,74.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,South Reston,Primary,
KEADBY & GRIMSBY WEST,SOUTH FERRIBY T2,33.0,Not given for Yorkshire,11.5,Yy0,7.86,94.0,596.27,-20.0,10.0,30.0,30,Impedance,Yorkshire,South Ferriby,Primary,
KEADBY & GRIMSBY WEST,SCUNTHORPE SOUTH GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.75,18.9,16,-20.0,10.0,90.0,90,Solid,Yorkshire,Scunthorpe South,BSP,
KEADBY & GRIMSBY WEST,SCUNTHORPE NORTH GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.84,26.84,24.44,-20.0,10.0,90.0,90,Solid,Yorkshire,Scunthorpe North,BSP,
KEADBY & GRIMSBY WEST,SCARTHO T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.5,65.5,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Scartho,Primary,
KEADBY & GRIMSBY WEST,MARSDEN RD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,76.1,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Marsden Road,Primary,
KEADBY & GRIMSBY WEST,LOUTH T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,97.4,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Louth,Primary,
KEADBY & GRIMSBY WEST,IMMINGHAM GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.75,25.6,21.8,-20.0,10.0,90.0,90,Solid,Yorkshire,Immingham,BSP,
KEADBY & GRIMSBY WEST,HIBALDSTOW T2,33.0,Not given for Yorkshire,11.0,Yy0,8.0,99.0,99,-15.0,5.0,12.5,12.5,Solid,Yorkshire,Hibaldstow,Primary,
KEADBY & GRIMSBY WEST,HAXEY,33.0,Not given for Yorkshire,11.5,Yy0,3.97,72.8,500,-10.0,10.0,12.0,12,Impedance,Yorkshire,Haxey,Primary,
KEADBY & GRIMSBY WEST,HARPSWELL,33.0,Not given for Yorkshire,11.5,Yy0,4.0,70.83,475,-10.0,10.0,24.0,24,Impedance,Yorkshire,Harpswell,Primary,
KEADBY & GRIMSBY WEST,GRIMSBY DOCKS T1,33.0,Not given for Yorkshire,6.6,Yy0,6.0,98.0,98,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Grimsby Docks,Primary,
KEADBY & GRIMSBY WEST,GREAT COATES T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,101.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Great Coates,Primary,
KEADBY & GRIMSBY WEST,GRAINTHORPE,33.0,Not given for Yorkshire,11.0,Yy0,12.0,102.0,102,-15.0,5.0,7.5,NOT KNOWN,Solid,Yorkshire,Grainthorpe,Primary,
KEADBY & GRIMSBY WEST,FOXHILLS T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.92,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Foxhills,Primary,
KEADBY & GRIMSBY WEST,FOXHILLS T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,70.7,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Foxhills,Primary,
KEADBY & GRIMSBY WEST,Firth Brown T2,33.0,Not given for Yorkshire,11.0,Yy0,4.21,53.16,306,-10.0,10.0,24.0,24,Impedance,Yorkshire,Firth Brown,Primary,
KEADBY & GRIMSBY WEST,Firth Brown T1,33.0,Not given for Yorkshire,11.0,Yy0,4.7,53.16,306,-10.0,10.0,24.0,24,Impedance,Yorkshire,Firth Brown,Primary,
KEADBY & GRIMSBY WEST,DOUGHTY ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,75.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Doughty Road,Primary,
KEADBY & GRIMSBY WEST,CORRINGHAM ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Corringham Road,Primary,
KEADBY & GRIMSBY WEST,CONVAMORE ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,79.4,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Convamore Road,Primary,
KEADBY & GRIMSBY WEST,BTP T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.0,65,-15.0,5.0,18.75,18.75,Solid,Yorkshire,BTP,Primary,
KEADBY & GRIMSBY WEST,BROUGHTON GT3,132.0,Not given for Yorkshire,33.0,Yd9,0.65,27.7,24.1,-20.0,10.0,90.0,90,Solid,Yorkshire,Broughton,BSP,"54.147447818889255, -0.8237749329953116"
KEADBY & GRIMSBY WEST,BROUGHTON GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.65,27.7,24.1,-20.0,10.0,90.0,90,Solid,Yorkshire,Broughton,BSP,"54.147447818889255, -0.8237749329953116"
KEADBY & GRIMSBY WEST,BRIDGES ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,99.6,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Bridges Road,Primary,
KEADBY & GRIMSBY WEST,BOTTESFORD T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.0,65,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Bottesford,Primary,
KEADBY & GRIMSBY WEST,BLYTON T1,132.0,Not given for Yorkshire,33.0,Yd9,0.9,24.6,20.9,-20.0,10.0,60.0,60,Solid,Yorkshire,Blyton,BSP,
KIRKSTALL,Whitehall Road 4/5 T5,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.9,64.9,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Whitehall Road 4/5,Primary,
KIRKSTALL,Whitehall Road 4/5 T4,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.3,65.3,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Whitehall Road 4/5,Primary,
KIRKSTALL,WEST PARK T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,500,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,West Park,Primary,
KIRKSTALL,UPPER BASINGHALL STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Upper Basinghall Street,Primary,
KIRKSTALL,HEDLEY CHASE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,94.9,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Hedley Chase,Primary,
KIRKSTALL,FIR TREE LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.7,500,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Fir Tree Lane,Primary,
KIRKSTALL,EMERALD STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,2.19,101.6,101.6,-10.0,10.0,12.0,NOT KNOWN,Impedance,Yorkshire,Emerald Street,Primary,
KIRKSTALL,BURLEY STREET T2,33.0,Not given for Yorkshire,11.5,Yy0,2.38,84.53,84.53,-10.0,10.0,40.0,40,Solid,Yorkshire,Burley Street,Primary,
KIRKSTALL,Beeston Royds 33/11kV T7,33.0,Not given for Yorkshire,11.5,Yy0,6.97,126.73,495.86,-15.0,5.0,40.0,40,Impedance,Yorkshire,Beeston Royds 33/11kV,Primary,
KIRKSTALL,Beeston Royds 132/33kV GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.32,26.96,27.78,-20.0,10.0,90.0,90,Impedance,Yorkshire,Beeston Royds 132/33kV,BSP,
KIRKSTALL,ABBEY ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,97.8,500,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Abbey Road,Primary,
KNAREBOROUGH,Wormald Green GT2,132.0,Wormald Green GT2,11.0,Yd11,2.44,75.0,Not given for Northeast,-10.0,10.0,30.0,30,Solid / Impedance,Northeast,Wormald Green 132/11kV,Primary,
KNAREBOROUGH,Wormald Green GT1,132.0,Wormald Green GT1,11.0,Yd11,4.37,66.86,Not given for Northeast,-20.0,10.0,30.0,30,Solid / Impedance,Northeast,Wormald Green 132/11kV,Primary,
KNAREBOROUGH,Starbeck T2,33.0,Starbeck,11.0,Yy6,3.78,83.93,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Starbeck,Primary,
KNAREBOROUGH,Sheriff Hutton,132.0,Sheriff Hutton,66.0,Yy0,0.97,17.17,Not given for Northeast,0.0,0.0,60.0,60,Solid / Impedance,Northeast,Sheriff Hutton,BSP,
KNAREBOROUGH,Sessay Bridge Red,33.0,Sessay Bridge Red,11.0,Yy6,3.05,85.78,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Sessay Bridge,Primary,
KNAREBOROUGH,Roecliffe Industrial,33.0,Roecliffe Industrial,11.0,Yy6,3.6,74.4,Not given for Northeast,-15.0,6.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Roecliffe Industrial,Primary,
KNAREBOROUGH,Oatlands T2,33.0,Oatlands,11.0,Yy6,3.92,83.93,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Oatlands,Primary,
KNAREBOROUGH,Husthwaite T1,33.0,Husthwaite,11.0,Yy6,6.6,110.33,Not given for Northeast,-10.0,10.0,15.0,15,Solid / Impedance,Northeast,Husthwaite,Primary,
KNAREBOROUGH,Husthwaite GT2,132.0,Husthwaite,33.0,Yd1,1.14,28.2,Not given for Northeast,-20.0,10.0,45.0,45,Solid / Impedance,Northeast,Husthwaite,BSP,
KNAREBOROUGH,Husthwaite GT1,132.0,Husthwaite,33.0,Yd1,1.18,28.33,Not given for Northeast,-20.0,10.0,45.0,45,Solid / Impedance,Northeast,Husthwaite,BSP,
LACKENBY,Carlin How T2 T4,66.0,"Carlin How (T3,T4)",11.5,Dy11,4.67,83.3,Not given for Northeast,-15.0,6.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Carlin How T3 T4,Primary,
NEEPSEND,STANNINGTON ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,80.5,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Stannington Road,Primary,
NEEPSEND,LOXLEY ROAD,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.5,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Loxley Road,Primary,
NEEPSEND,CROOKESMOOR ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,77.4,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Crookesmoor Road,Primary,
NEEPSEND,CLAYWHEELS LANE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Claywheels Lane,Primary,
NEEPSEND,BLUE BOY STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Blue Boy Street,Primary,
NORTON,Richmond T2,33.0,Richmond,11.5,Yy6,4.43,83.5,Not given for Northeast,-15.0,5.0,24.0,12,Solid / Impedance,Northeast,Richmond T2,Primary,
NORTON,Richmond T1,33.0,Richmond,11.5,Yy6,4.54,81.7,Not given for Northeast,-15.0,5.0,24.0,12,Solid / Impedance,Northeast,Richmond T1,Primary,
NORTON,Wensleydale T1,33.0,Wensleydale,11.5,Yy6,6.12,100.9,Not given for Northeast,-15.0,4.5,14.0,NOT KNOWN,Solid / Impedance,Northeast,Wensleydale,Primary,
NORTON,Urlay Nook T2,33.0,Urlay Nook,11.5,Yy6,4.74,83.3,Not given for Northeast,-15.0,5.0,24.0,12,Solid / Impedance,Northeast,Urlay Nook,Primary,
NORTON,Romanby,33.0,Romanby,11.5,Yy6,4.9,80.0,Not given for Northeast,-15.0,5.0,10.0,10,Solid / Impedance,Northeast,Romanby,Primary,
NORTON,Rise Carr T2,33.0,Rise Carr T,6.0,Yy6,4.26,85.3,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Rise Carr,Primary,
NORTON,Northallerton T1,33.0,Northallerton T1,11.5,Yy6,2.53,67.95,Not given for Northeast,-15.0,4.5,18.5,18.5,Solid / Impedance,Northeast,Northallerton,Primary,
NORTON,North Tees T4,66.0,North Tees Green,11.5,Dx11,2.05,62.63,Not given for Northeast,-17.2,5.7,30.0,30,Solid / Impedance,Northeast,North Tees,Primary,
NORTON,North Tees T3,66.0,North Tees Red,11.5,Dx11,2.11,62.41,Not given for Northeast,-17.2,5.7,30.0,30,Solid / Impedance,Northeast,North Tees,Primary,
NORTON,Newton Aycliffe South T1,33.0,Newton Aycliffe South,11.5,Yy6,4.26,67.7,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Newton Aycliffe South,Primary,
NORTON,Millbank Lane T2,33.0,Millbank Lane,11.5,Yy6,4.16,63.6,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Millbank Lane,Primary,
NORTON,Leeming Bar GT2,132.0,Leeming Bar GT2,33.0,Yd1,0.48,17.57,Not given for Northeast,-20.0,10.0,90.0,90,Solid / Impedance,Northeast,Leeming Bar,BSP,
NORTON,Heighington T2,33.0,Heighington,11.5,Yy6,2.63,65.76,Not given for Northeast,-10.0,10.0,32.0,32,Solid / Impedance,Northeast,Heighington,Primary,
NORTON,Heighington T1,33.0,Heighington,11.5,Yy6,2.58,65.39,Not given for Northeast,-10.0,10.0,32.0,32,Solid / Impedance,Northeast,Heighington,Primary,
NORTON,Faraday Street T2,66.0,Faraday Street,11.5,Dy11,4.58,82.47,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Faraday Street,Primary,
NORTON,Darlington West T1,33.0,Darlington West,11.5,Yy6,3.97,83.67,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Darlington West,Primary,
NORTON,Darlington T1,33.0,Darlington,11.5,Yy6,3.46,83.2,Not given for Northeast,-15.0,4.5,18.75,18.75,Solid / Impedance,Northeast,Darlington 33/11kV,Primary,
NORTON,Darlington North GT1,132.0,Darlington North GT1,33.0,Yd1,0.67,27.55,Not given for Northeast,-20.0,10.0,90.0,90,Solid / Impedance,Northeast,Darlington North,BSP,
NORTON,Darlington GT1,132.0,Darlington GT,6.0,Yd1,2.64,51.2,Not given for Northeast,-20.0,10.0,30.0,30,Solid / Impedance,Northeast,Darlington 132/6kV,Primary,
NORTON,Darlington Central GT1,132.0,Darlington Central GT1,33.0,Yd1,1.63,25.54,Not given for Northeast,-20.0,10.0,60.0,60,Solid / Impedance,Northeast,Darlington Central,BSP,
NORTON,Bowesfield T2,33.0,Bowesfield T4,11.5,Yy6,3.6,45.11,Not given for Northeast,-10.0,10.0,32.0,NOT KNOWN,Solid / Impedance,Northeast,Bowesfield,Primary,
NORTON,Bowesfield GT2,66.0,Bowesfield GT2,11.5,Dy11,0.76,25.99,Not given for Northeast,-20.0,10.0,32.0,32,Solid / Impedance,Northeast,Bowesfield,Primary,
NORTON,Bedale T2,33.0,Bedale,11.5,Yy6,4.61,72.3,Not given for Northeast,-10.0,10.0,24.0,7.5,Solid / Impedance,Northeast,Bedale,Primary,
NORTON,Bedale T1,33.0,Bedale,11.5,Yy6,4.61,72.25,Not given for Northeast,-10.0,10.0,24.0,7.5,Solid / Impedance,Northeast,Bedale,Primary,
NORTON,Barden Friar,33.0,Barden Friar,20.0,Dy11,1.39,8.37,Not given for Northeast,-15.0,6.0,7.5,7.5,Solid / Impedance,Northeast,Barden Friar,Primary,
NORTON LEES,MARMION ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.3,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Marmion Road,Primary,
OSBALDWICK,Whitby T2,66.0,Whitby,11.5,Dy11,4.12,78.89,Not given for Northeast,-21.0,6.0,24.0,24,Solid / Impedance,Northeast,Whitby T2,Primary,
OSBALDWICK,York University T1,33.0,York University,11.5,Dy11,3.21,82.13,Not given for Northeast,-10.0,10.0,24.0,24,Solid / Impedance,Northeast,York University,Primary,
OSBALDWICK,Thornton Dale T2,66.0,Thornton Dale,11.5,Dy11,4.66,83.3,Not given for Northeast,-15.0,6.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Thornton Dale,Primary,
OSBALDWICK,Skeldergate T1,33.0,Skeldergate,11.5,Dy11,3.12,62.7,Not given for Northeast,-10.0,10.0,32.0,NOT KNOWN,Solid / Impedance,Northeast,Skeldergate,Primary,
OSBALDWICK,Sheriff Hutton T2,66.0,Sheriff Hutton,11.5,Yd11,4.54,83.3,Not given for Northeast,-15.0,6.0,18.75,18.75,Solid / Impedance,Northeast,Sheriff Hutton,Primary,
OSBALDWICK,Sheriff Hutton GT1,132.0,Sheriff Hutton,66.0,Yy0,0.97,17.17,Not given for Northeast,0.0,0.0,60.0,60,Solid / Impedance,Northeast,Sheriff Hutton,BSP,
OSBALDWICK,Severus Hill T1,33.0,Severus Hill,11.5,Dy11,4.67,77.0,Not given for Northeast,-10.0,10.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Severus Hill,Primary,
OSBALDWICK,Scarborough T4,66.0,Scarborough,11.5,Dy11,3.49,77.0,Not given for Northeast,-15.0,6.0,24.0,24,Solid / Impedance,Northeast,Scarborough 66/11kV,Primary,
OSBALDWICK,Scarborough T2,33.0,Scarborough,11.5,Yy6,2.7,62.8,Not given for Northeast,-10.0,10.0,32.0,NOT KNOWN,Solid / Impedance,Northeast,Scarborough 33/11kV,Primary,
OSBALDWICK,Scarborough T1,33.0,Scarborough,11.5,Yy6,3.22,62.0,Not given for Northeast,-10.0,10.0,32.0,NOT KNOWN,Solid / Impedance,Northeast,Scarborough 33/11kV,Primary,
OSBALDWICK,Ravenscar,33.0,Ravenscar,11.5,Yy6,0.0,81.6,Not given for Northeast,-15.0,6.0,10.0,10,Solid / Impedance,Northeast,Ravenscar,Primary,
OSBALDWICK,Newby T2,33.0,Newby,11.5,Yy6,4.61,83.1,Not given for Northeast,-10.0,10.0,24.0,NOT KNOWN,Solid / Impedance,Northeast,Newby,Primary,
PITSMOOR,STEVENSON ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.9,500,-10.0,10.0,23.0,NOT KNOWN,Impedance,Yorkshire,Stevenson Road,Primary,
PITSMOOR,STANLEY STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.7,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Stanley Street,Primary,
PITSMOOR,NEWHALL RD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.9,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Newhall Road,Primary,
PITSMOOR,BARNSLEY ROAD T2,33.0,Not given for Yorkshire,11.5,Yy0,7.58,98.4,578.5,-10.0,10.0,30.0,30,Impedance,Yorkshire,Barnsley Road,Primary,
SALTEND NORTH,YORKSHIRE WATER HULL ROAD T2,33.0,Not given for Yorkshire,11.5,Yy0,4.0,73.46,73.46,-5.0,15.0,24.0,24,Solid,Yorkshire,Yorkshire Water Hull Road,Primary,
SALTEND NORTH,SALTEND GT1,132.0,Not given for Yorkshire,33.0,Yd9,1.2,28.7,25.3,-20.0,10.0,45.0,45,Solid,Yorkshire,Saltend 132/33kV,BSP,
SALTEND NORTH,PATRINGTON ROAD,33.0,Not given for Yorkshire,11.5,Yy0,4.0,77.0,77,-10.0,10.0,24.0,NOT KNOWN,Solid,Yorkshire,Patrington Road,Primary,
SALTEND NORTH,KING GEORGE DOCK T2,33.0,Not given for Yorkshire,11.5,Yy0,4.82,89.62,900.63,-10.0,10.0,30.0,30,Impedance,Yorkshire,King George Dock,Primary,
SALTEND NORTH,KING GEORGE DOCK T1,33.0,Not given for Yorkshire,11.5,Yy0,4.89,90.28,900.63,-10.0,10.0,30.0,30,Impedance,Yorkshire,King George Dock,Primary,
SALTEND NORTH,Hull East 33/11kV T2,33.0,Not given for Yorkshire,11.5,Yy0,6.6,108.88,108.88,-10.0,10.0,25.0,25,Solid,Yorkshire,Hull East 33/11kV,Primary,
SALTEND NORTH,Hull East 132/33kV GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.8,26.67,20.5,-20.0,10.0,90.0,90,Solid,Yorkshire,Hull East 132/33kV,BSP,
SALTHOLME,Tees Industrial T2 T4,66.0,Tees Industrial T3 T4,11.5,Dy11,5.22,100.8,Not given for Northeast,-15.0,6.0,19.0,19,Solid / Impedance,Northeast,Tees Industrial T3 T4,Primary,
SALTHOLME,Seal Sands GT1,132.0,Seal Sands GT1,66.0,Yy0,0.77,19.4,Not given for Northeast,-20.0,10.0,90.0,90,Solid / Impedance,Northeast,Seal Sands,BSP,
SALTHOLME,Greatham GT2,132.0,Greatham GT2,11.5,Yd11,3.32,73.76,Not given for Northeast,-20.0,10.0,30.0,NOT KNOWN,Solid / Impedance,Northeast,Greatham,Primary,
SALTHOLME,Greatham GT1,132.0,Greatham GT1,11.5,Yd11,3.4,73.99,Not given for Northeast,-20.0,10.0,30.0,NOT KNOWN,Solid / Impedance,Northeast,Greatham,Primary,
SHEFFIELD CITY,ELLIN STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Ellin Street 2,Primary,
SHEFFIELD CITY,VICTORIA STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Victoria Street,Primary,
SHEFFIELD CITY,SILVER STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.8,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Silver Street,Primary,
SHEFFIELD CITY,SILVER STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.8,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Silver Street,Primary,
SHEFFIELD CITY,PARK HILL T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.3,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Park Hill,Primary,
SKELTON GRANGE,ALLERTON HILL T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,67.0,67,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Allerton Hill T1,Primary,
SKELTON GRANGE,WAKEFIELD NORTH GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.7,26.07,19,-20.0,10.0,90.0,90,Solid,Yorkshire,Wakefield North,BSP,
SKELTON GRANGE,VARLEY STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.7,64.7,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Varley Street,Primary,
SKELTON GRANGE,THORNBURY T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.3,65.3,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Thornbury,Primary,
SKELTON GRANGE,THORNBURY T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.3,65.3,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Thornbury,Primary,
SKELTON GRANGE,SWINNOW MOOR T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.7,64.7,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Swinnow Moor,Primary,
SKELTON GRANGE,SWEET STREET T1,33.0,Not given for Yorkshire,11.5,Yy0,2.11,89.73,564.63,-10.0,10.0,30.0,30,Impedance,Yorkshire,Sweet Street,Primary,
SKELTON GRANGE,Stourton 33/11kV T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,67.6,67.6,-15.0,5.0,18.75,9.375,Solid,Yorkshire,Stourton 33/11kV,Primary,
SKELTON GRANGE,Stourton 132/11kV GT1,132.0,Not given for Yorkshire,11.5,Yd9,3.39,102.8,93.98,-20.0,10.0,30.0,30,Solid,Yorkshire,Stourton 132/11kV,Primary,
SKELTON GRANGE,ROYDS LANE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.7,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Royds Lane,Primary,
SKELTON GRANGE,RODLEY GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.65,27.4,24.1,-20.0,10.0,90.0,90,Solid,Yorkshire,Rodley,BSP,
SKELTON GRANGE,Pontefract Lane 3 T3,33.0,Not given for Yorkshire,11.0,Yy0,4.0,99.1,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Pontefract Lane 3,Primary,
SKELTON GRANGE,Pontefract Lane 1/2 T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Pontefract Lane 1/2,Primary,
SKELTON GRANGE,OUTWOOD T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.6,65.6,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Outwood,Primary,
SKELTON GRANGE,OUTWOOD T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.6,65.6,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Outwood,Primary,
SKELTON GRANGE,ODSAL T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,99.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Odsal,Primary,
SKELTON GRANGE,MOOR ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.0,66,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Moor Road,Primary,
SKELTON GRANGE,MILTON PLACE T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.6,66.6,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Milton Place,Primary,
SKELTON GRANGE,LOW ROAD GT3,132.0,Not given for Yorkshire,33.0,Yd9,0.41,25.18,24.1,-20.0,10.0,120.0,120,Solid,Yorkshire,Low Road,BSP,
SKELTON GRANGE,LOW ROAD GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.46,25.6,23.8,-20.0,10.0,120.0,120,Solid,Yorkshire,Low Road,BSP,
SKELTON GRANGE,LOW MOOR T2,33.0,Not given for Yorkshire,11.5,Yy0,4.0,100.43,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Low Moor,Primary,
SKELTON GRANGE,LOW MOOR T1,33.0,Not given for Yorkshire,11.5,Yy0,4.0,101.8,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Low Moor,Primary,
SKELTON GRANGE,LIVERSEDGE T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,62.1,62.1,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Liversedge,Primary,
SKELTON GRANGE,LEYLANDS ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,95.7,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Leylands Road,Primary,
SKELTON GRANGE,LEEDS NORTH GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.7,25.0,22,-20.0,10.0,90.0,90,Solid,Yorkshire,Leeds North,BSP,
